,file,background intersection,top intersection,outer intersection,skirt intersection,dress intersection,pants intersection,leggings intersection,headwear intersection,eyeglass intersection,neckwear intersection,belt intersection,footwear intersection,bag intersection,hair intersection,face intersection,skin intersection,ring intersection,wrist wearing intersection,socks intersection,gloves intersection,necklace intersection,rompers intersection,earrings intersection,tie intersection,background union,top union,outer union,skirt union,dress union,pants union,leggings union,headwear union,eyeglass union,neckwear union,belt union,footwear union,bag union,hair union,face union,skin union,ring union,wrist wearing union,socks union,gloves union,necklace union,rompers union,earrings union,tie union,background predicted mass,top predicted mass,outer predicted mass,skirt predicted mass,dress predicted mass,pants predicted mass,leggings predicted mass,headwear predicted mass,eyeglass predicted mass,neckwear predicted mass,belt predicted mass,footwear predicted mass,bag predicted mass,hair predicted mass,face predicted mass,skin predicted mass,ring predicted mass,wrist wearing predicted mass,socks predicted mass,gloves predicted mass,necklace predicted mass,rompers predicted mass,earrings predicted mass,tie predicted mass,background true mass,top true mass,outer true mass,skirt true mass,dress true mass,pants true mass,leggings true mass,headwear true mass,eyeglass true mass,neckwear true mass,belt true mass,footwear true mass,bag true mass,hair true mass,face true mass,skin true mass,ring true mass,wrist wearing true mass,socks true mass,gloves true mass,necklace true mass,rompers true mass,earrings true mass,tie true mass,background iou score,top iou score,outer iou score,skirt iou score,dress iou score,pants iou score,leggings iou score,headwear iou score,eyeglass iou score,neckwear iou score,belt iou score,footwear iou score,bag iou score,hair iou score,face iou score,skin iou score,ring iou score,wrist wearing iou score,socks iou score,gloves iou score,necklace iou score,rompers iou score,earrings iou score,tie iou score,pixel accuracy,model pixel accuracy
105,WOMEN-Dresses-id_00000819-03_2_side_segm.png,45671.0,0.0,0.0,0.0,17527.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1894.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45898.0,0.0,0.0,25.0,17896.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2152.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45689.0,0.0,0.0,25.0,17824.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1998.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45880.0,0.0,0.0,0.0,17599.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2048.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9950543642044067,1.0,1.0,0.03846153989434242,0.9793820381164551,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8801671862602234,0.10000000149011612,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99322509765625,0.988044363044363
106,WOMEN-Rompers_Jumpsuits-id_00006495-01_2_side_segm.png,49045.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,1553.0,0.0,0.0,0.0,0.0,0.0,14399.0,0.0,0.0,49275.0,1.0,4.0,0.0,154.0,23.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,2.0,0.0,1673.0,8.0,31.0,0.0,0.0,2.0,14860.0,0.0,0.0,49203.0,1.0,4.0,0.0,154.0,23.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,2.0,0.0,1613.0,0.0,0.0,0.0,0.0,2.0,14518.0,0.0,0.0,49117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,1613.0,8.0,31.0,0.0,0.0,0.0,14741.0,0.0,0.0,0.9953324198722839,0.5,0.20000000298023224,1.0,0.006451612804085016,0.0416666679084301,1.0,1.0,1.0,1.0,1.0,0.6296296119689941,1.0,0.3333333432674408,1.0,0.9283154010772705,0.1111111119389534,0.03125,1.0,1.0,0.3333333432674408,0.9689791798591614,1.0,1.0,0.9920196533203125,0.9725318228881175
107,MEN-Shirts_Polos-id_00003131-01_4_full_segm.png,47160.0,8078.0,0.0,0.0,0.0,6588.0,0.0,0.0,0.0,0.0,0.0,215.0,0.0,0.0,0.0,2653.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47602.0,8319.0,0.0,0.0,0.0,7099.0,0.0,0.0,0.0,0.0,0.0,548.0,0.0,0.0,9.0,2801.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47399.0,8177.0,0.0,0.0,0.0,7000.0,0.0,0.0,0.0,0.0,0.0,222.0,0.0,0.0,9.0,2729.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47363.0,8220.0,0.0,0.0,0.0,6687.0,0.0,0.0,0.0,0.0,0.0,541.0,0.0,0.0,0.0,2725.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9907148480415344,0.9710336327552795,1.0,1.0,1.0,0.9280281662940979,1.0,1.0,1.0,1.0,1.0,0.39344263076782227,1.0,1.0,0.10000000149011612,0.9471805691719055,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.987152099609375,0.964837946404006
108,WOMEN-Dresses-id_00004068-03_1_front_segm.png,47465.0,0.0,0.0,0.0,8178.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,8658.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47665.0,0.0,0.0,0.0,9129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,6.0,9149.0,7.0,70.0,0.0,0.0,10.0,674.0,0.0,0.0,47590.0,0.0,0.0,0.0,8332.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,8926.0,0.0,0.0,0.0,0.0,0.0,674.0,0.0,0.0,47540.0,0.0,0.0,0.0,8975.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,6.0,8881.0,7.0,70.0,0.0,0.0,10.0,0.0,0.0,0.0,0.9958041310310364,1.0,1.0,1.0,0.8958379030227661,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3125,0.1428571492433548,0.9463387727737427,0.125,0.014084506779909134,1.0,1.0,0.09090909361839294,0.00148148147854954,1.0,1.0,0.9813690185546875,0.9363191820404534
109,WOMEN-Skirts-id_00003592-01_4_full_segm.png,51590.0,2174.0,0.0,5071.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.0,0.0,0.0,0.0,6062.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51875.0,2238.0,0.0,5207.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,239.0,0.0,2.0,0.0,6416.0,5.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,51766.0,2202.0,0.0,5135.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,222.0,0.0,2.0,0.0,6207.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51699.0,2210.0,0.0,5143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193.0,0.0,0.0,0.0,6271.0,5.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9945061206817627,0.9714158177375793,1.0,0.9738863110542297,1.0,0.3333333432674408,1.0,1.0,1.0,1.0,1.0,0.737500011920929,1.0,0.3333333432674408,1.0,0.9448340535163879,0.1666666716337204,0.0625,1.0,1.0,1.0,1.0,1.0,1.0,0.9929351806640625,0.9744164197441642
110,WOMEN-Tees_Tanks-id_00006678-05_4_full_segm.png,49091.0,3755.0,0.0,0.0,0.0,2898.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1343.0,712.0,7153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49327.0,3970.0,0.0,0.0,0.0,3036.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1542.0,765.0,7480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49229.0,3916.0,0.0,0.0,0.0,2944.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1396.0,722.0,7329.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49189.0,3809.0,0.0,0.0,0.0,2990.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1489.0,755.0,7304.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9952157139778137,0.9458574652671814,1.0,1.0,1.0,0.954560399055481,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8710304498672485,0.9308093786239624,0.9562892913818359,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9910888671875,0.9702697742705083
111,WOMEN-Dresses-id_00006260-01_1_front_segm.png,49895.0,0.0,0.0,0.0,9769.0,0.0,0.0,0.0,0.0,0.0,0.0,203.0,0.0,4.0,0.0,5124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50065.0,0.0,29.0,7.0,10166.0,0.0,0.0,0.0,0.0,0.0,0.0,246.0,9.0,57.0,0.0,5498.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49990.0,0.0,29.0,7.0,9972.0,0.0,0.0,0.0,0.0,0.0,0.0,221.0,9.0,5.0,0.0,5303.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49970.0,0.0,0.0,0.0,9963.0,0.0,0.0,0.0,0.0,0.0,0.0,228.0,0.0,56.0,0.0,5319.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9966045022010803,1.0,0.03333333507180214,0.125,0.96095210313797,1.0,1.0,1.0,1.0,1.0,1.0,0.8259109258651733,0.10000000149011612,0.08620689809322357,1.0,0.9319876432418823,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9917449951171875,0.9700629577283824
112,WOMEN-Sweaters-id_00007056-02_2_side_segm.png,44439.0,0.0,11185.0,0.0,1469.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,536.0,0.0,345.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,44668.0,46.0,18323.0,0.0,8021.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1029.0,0.0,690.0,0.0,123.0,0.0,0.0,173.0,22.0,0.0,0.0,44571.0,46.0,18068.0,0.0,1568.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,809.0,0.0,449.0,0.0,0.0,0.0,0.0,2.0,22.0,0.0,0.0,44536.0,0.0,11440.0,0.0,7922.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,756.0,0.0,586.0,0.0,123.0,0.0,0.0,173.0,0.0,0.0,0.0,0.9948734045028687,0.021276595070958138,0.6104562282562256,1.0,0.18324607610702515,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5213592052459717,1.0,0.5007236003875732,1.0,0.008064515888690948,1.0,1.0,0.017241379246115685,0.043478261679410934,1.0,1.0,0.8846435546875,0.6446190476190476
113,WOMEN-Leggings-id_00006176-01_1_front_segm.png,46648.0,3127.0,5704.0,0.0,0.0,6936.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,968.0,300.0,646.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46859.0,3338.0,6644.0,0.0,0.0,7095.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1145.0,315.0,1341.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46817.0,3260.0,5924.0,0.0,0.0,6981.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1084.0,312.0,1157.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46690.0,3205.0,6424.0,0.0,0.0,7050.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1029.0,303.0,830.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9954972267150879,0.9368074536323547,0.8585402369499207,1.0,1.0,0.9775930047035217,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.8455497622489929,0.952531635761261,0.4821162521839142,0.1666666716337204,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9815826416015625,0.9381831688421947
114,WOMEN-Sweaters-id_00004150-04_7_additional_segm.png,48354.0,2787.0,3456.0,0.0,0.0,5810.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1074.0,0.0,938.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48526.0,4668.0,4632.0,0.0,0.0,6717.0,3.0,0.0,0.0,0.0,0.0,740.0,4.0,1643.0,0.0,1599.0,5.0,0.0,0.0,0.0,116.0,0.0,0.0,0.0,48491.0,3342.0,4017.0,0.0,0.0,5896.0,3.0,0.0,0.0,0.0,0.0,740.0,4.0,1525.0,0.0,1518.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48389.0,4113.0,4071.0,0.0,0.0,6631.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1192.0,0.0,1019.0,5.0,0.0,0.0,0.0,116.0,0.0,0.0,0.0,0.9964556097984314,0.5971300005912781,0.7461687922477722,1.0,1.0,0.8649895787239075,0.25,1.0,1.0,1.0,1.0,0.001349527621641755,0.20000000298023224,0.6538929343223572,1.0,0.5868750214576721,0.1666666716337204,1.0,1.0,1.0,0.008547008968889713,1.0,1.0,1.0,0.9524383544921875,0.8202601038082463
